gene	average
ADAT3	6.4151325
GARIN2	4.276856
TIPARP-AS1	4.5508738
FFAR2	4.81686
KIAA2026	6.987492
KHDC1L	3.8337197
AKAIN1	3.7973874
MIR9-3HG	4.9026766
ARMC12	4.868695
PTTG3P	5.344509
RPTN	3.78301
CFAP206	5.146741
LHX4	5.188768
DIO2-AS1	4.3916297
JARID2-AS1	4.3529196
NTSR1	4.8217287
ZC3H12D	5.677699
SGCZ	3.7377074
PSMA8	4.2211823
KRBOX1	5.442284
NTS	4.3842263
PATE1	4.3864303
OR1J4	4.567028
MOV10L1	4.883037
TGIF2LY	4.490512
H3C2	4.726405
FAM230C	3.7009337
ZNF48	6.4430666
TCP11	4.4338593
GTF2H3	7.4493814
PRG3	4.665263
SYNGR4	4.710544
SPMIP10	3.7150598
LINC01359	4.8835096
GH2	4.6108627
AHI1-DT	3.9623196
CFHR3	4.270895
ARFGEF3	5.680193
GAPLINC	4.771753
TRBV10-2	4.5579176
ORAI1	6.573986
TNFRSF8	5.3734612
OXNAD1	6.694703
ZP1	4.5187187
ACTR3C	5.3023386
LINC00488	3.569662
ZNF709	5.9847207
TRIL	5.3809924
GPR160	6.9040966
MICOS13	7.544456
RPS6KA2-AS1	4.6590385
ZNF517	4.410338
SH2D3C	6.230832
GPR180	6.1050515
C19orf81	4.4459906
PDE6C	2.5684893
LINC00458	4.3180017
CHIC1	6.318642
PIRT	4.3763146
TNP2	4.34148
OVOL3	4.320124
TREML3P	4.4906654
PLD6	6.381794
CRYBB1	4.417931
SPATA45	4.194935
NAT8B	4.598877
C10orf143	5.5817423
SAMD3	5.3541317
NEUROG3	4.308866
FRMD6-AS1	4.8474417
SIX3-AS1	4.501713
TMEM114	4.481865
ANKRD20A5P	4.9189606
GPAT3	6.0753226
DPH3	7.2690005
SDR16C5	4.93002
POLR1A	5.988464
STEAP2	5.404687
LAMTOR4	7.8539505
CARD8-AS1	6.4563255
F7	5.8236036
RASL11A	5.039517
SYCP2	4.666067
IGF2BP2-AS1	4.6772795
GNAT2	4.1560946
PPM1K	7.428126
CIMAP1A	5.188714
GP2	5.258365
LINC01360	4.2120233
LINC00636	4.643641
ZNF521	5.317152
LINC00841	4.268248
STK35	8.120516
PFN4	5.0912395
HOXD12	3.534678
ZNF441	4.6546407
CDC26	7.6624174
MAJIN	4.6932817
TNFSF13B	6.8104296
PITPNA-AS1	6.5206394
CPLANE2	5.7993927
FAM174A	7.08539
SPEM2	3.439798
LINC00886	5.2940955
MRI1	7.5859003
ATP13A4	5.331095
ZNF658	5.0351825
ZMYM6	6.98795
XYLB	5.2771473
TRIM42	4.742812
LPO	4.475552
ANLN	6.410008
AQP10	4.345524
GBA1LP	6.884573
GNL1	6.68169
NDST4	4.5390825
PRKAG3	4.9278483
MAP7D2	4.6527
LINC00475	5.2602735
GUCY1A2	5.5220184
LINC01107	4.8345923
BAGE	4.6832256
WDR5	6.7322974
ARL9	5.026601
MED11	6.864002
DIABLO	7.898398
DEPDC1-AS1	3.608686
NKAPP1	5.0048704
SLC25A18	4.772354
ZNF765	6.746566
PASD1	4.4884353
BCAS4	6.393556
PLRG1	7.7066636
B4GALNT4	4.907652
RXFP1	4.4242563
WFIKKN1	5.1765037
LINC01533	4.865976
SSR4P1	4.48886
DPYSL5	5.2001
ZNF563	4.8389816
SRD5A3	6.9142046
MYOM3	5.4462276
BIRC7	5.7220345
BEX2	6.650618
PNPLA5	4.681583
LINC00620	3.948881
GPR88	3.7358663
PGM2	7.540047
GANC	6.0136604
DYNLL2	7.8943796
GHSR	4.7881436
DCUN1D5	7.755172
ZNF493	6.6853447
HOXC9	4.8350906
CSHL1	4.803842
GGT6	5.2685175
ZNF570	5.526846
CHRNB3	4.4175224
TMEM79	5.691006
SLC39A7	6.648509
ADCYAP1R1	5.153264
TIMM29	6.144363
SMC5-DT	4.759982
ID2-AS1	5.691943
SLC44A2	7.06807
H2AC15	4.9525876
ZNF621	6.5478997
PRSS27	4.0316105
LEMD1-AS1	4.0736666
IQGAP3	6.166575
LGALS13	4.151799
SLC39A10	7.135924
CSN3	3.8529532
TMEM209	6.927824
DAB1-AS1	3.85477
LINC00837	3.0977614
KRTAP4-2	4.628204
SLMAP	7.567282
HIVEP3	6.5186443
POU5F2	4.422243
ONECUT3	5.128838
AIPL1	5.1428304
C4orf3	8.6280155
ZNF8	6.3673086
MIRLET7D	6.241485
NPAS4	4.6409
ANKRD34C	3.9031525
HYPK	5.805126
SCO1	6.674791
SLC35B4	6.8814073
RNASEH2B	6.541645
TSBP1	3.4090471
AMIGO1	5.579701
HTRA4	4.7298555
SPATA42	3.8713794
PLD4	5.1650047
BEST2	4.516888
ARR3	5.268491
SYVN1	6.957975
MYLK2	5.4083447
STING1	6.7749434
EXOC3L4	4.963724
MMP11	6.055538
CD300LG	6.1387796
LINC00856	4.684784
VGLL2	4.932717
TWIST2	5.4070816
ANKRD18A	4.229767
ZNF627	6.813367
SNHG17	7.3749123
TBX18	4.8181596
IQCF2	4.423082
TAT	5.401578
MIDN	7.023494
NANOS1	5.103491
LINGO1-AS1	4.523193
CCDC9B	5.7350903
CALHM1	5.002211
CEACAM8	4.2028522
COX4I2	5.6834636
HSD17B7P2	4.6608515
RDH12	4.7426643
VWA8-AS1	3.768912
MRPL10	7.392048
GAREM2	5.540702
GEMIN5	6.6397605
GXYLT2	5.7593317
TRIM69	5.5789666
TUBE1	6.475857
DHX36	8.005936
CTSLP8	5.2766666
CFAP52	4.828102
KSR1	6.8289948
PRR12	5.9457083
BANF2	4.318135
SERP2	5.5429487
LINC01270	4.503411
TENT2	7.3833747
RSPH3	6.9823203
ADRB3	4.7490687
IGH	6.21685
USP35	5.8558702
ATG9B	5.1974797
PLK5	4.7439747
ZNF449	6.2687464
ZNF358	6.2594066
MFSD3	5.6386986
SPRTN	5.7185326
ASB2	5.297345
LINC00928	4.590276
DIRC1	3.4373195
ZFYVE1	7.0944753
GADL1	3.8761442
EEF2KMT	5.679034
DCC	4.527096
USP6	6.85076
IL25	4.7041473
NAA20	7.967508
FAM95C	4.6853714
IHO1	5.4007897
MEDAG	5.9551015
JAML	6.2113147
EOLA1-DT	4.249862
FAM229A	5.231437
TRIM16	6.417749
PRSS37	4.5139036
LINC01139	3.774439
MAGEB18	2.7999098
WNT8B	4.5166073
NEPRO	7.83062
FAM99B	4.6983366
LCN12	4.8965693
MAGI1-IT1	4.65448
ZCCHC17	7.273842
MIR194-2HG	5.476882
MYADML2	4.7381554
CCDC78	4.9019146
SCAF1	5.395539
SLC18A2	5.1309867
LINC01012	3.7089148
FBXW10	4.677915
TFF1	5.516069
ZNF251	5.751019
GCNT2	6.166253
GUCD1	7.6795363
BDKRB2	5.302404
DRD2	5.7465386
TADA2B	7.145986
MAGEA6	4.4438553
CNTFR-AS1	4.7159615
IL2	3.5132337
ACY3	5.2140684
LINC00615	3.3049114
C7orf25	6.2038965
SYAP1	7.584713
ADAM2	3.5049114
HAGHL	6.203649
LMTK3	4.8228354
HINT3	6.6779385
KCNK9	4.9334292
IMMP2L	6.5321493
MZT1	7.3231435
PROM2	6.8140936
FAM181A-AS1	4.066522
KRT72	4.8066335
MBLAC2	6.3189435
EFCAB5	4.0664716
FAM181A	4.8733416
ABCA13	3.9719946
PTH2	5.7650294
IFNB1	4.005412
ASB3	4.691903
TPPP2	4.4925933
FAM161B	7.388095
FNDC7	4.687736
SYN2	5.435537
KLK3	6.4222054
LLCFC1	4.689123
CASR	5.545343
CENPV	6.577533
PRTG	5.2469764
LINGO1	5.190008
SPSB4	4.7468038
MORC2-AS1	6.285916
FOLH1B	4.4268465
HSF5	4.19306
NAPB	6.5369096
KRTAP5-8	5.2686806
RPL13AP17	5.458073
ALS2	6.6451025
TXNDC11	6.9197187
PHRF1	6.374011
FXYD2	5.695313
AEBP2	7.2078815
PCDH19	4.7040334
ERLEC1	8.175457
CRMA	5.8528333
PLA2G2D	4.4646845
SPDYE1	5.8006015
TSPAN18	5.8097415
ERCC4	6.059233
PRAM1	5.160882
GTF3C2-AS1	4.8756466
RELL2	5.9518337
GABRR1	3.86994
HDDC3	6.7800713
OIT3	4.006519
LINC00687	4.322541
PLG	5.256362
ZFP41	5.8509607
SLC6A17	5.6786165
HM13	7.4211216
FGF18	5.642713
LNP1	5.9958577
ZNF880	5.6958337
CALN1	5.0721927
RHAG	5.404115
ZNF818P	5.4956098
KLK5	4.9617143
C20orf203	5.6836376
ZNF721	8.2104225
UBE2DNL	3.94701
COL11A2	5.9710765
TRAV25	3.926495
PIWIL1	4.123738
FAM210A	6.67795
SUN5	6.087552
MT1G	7.7846594
CACNG1	5.0478625
MSS51	5.080707
ZBTB8A	6.2109213
TRIM52-AS1	6.268226
DIRAS1	5.145844
CACNG5	5.2389493
TBC1D21	4.874748
H4C5	5.4023705
ILF3-DT	6.08446
CDCA5	6.2731547
CPNE2	6.727478
LINC00910	4.489186
TMEM132C	4.8228583
CDNF	4.047862
LINC01015	4.4330845
LINC00205	4.526371
BDKRB1	5.050087
C6orf132	5.220231
CIDEB	6.25192
CPNE5	5.541746
CDC42EP5	5.196938
UGT2B15	5.193507
TRPV1	5.477323
SPHKAP	4.2409015
SOAT2	4.7567616
MYO1H	4.131998
SNHG4	4.770556
BTF3P11	3.7134483
ROMO1	7.934808
CATSPER3	4.8838277
AOC1	4.9334664
ZNF417	3.5312698
IRF2BP2	9.015328
LINC00668	4.904308
WDR5B	5.9938645
TRIM10	5.5654783
GPBP1	8.33599
SGMS2	6.4652047
SWINGN	4.883481
NOXO1	4.9170656
TSPY1	4.4959164
ITFG2	5.76551
EPDR1	6.359718
CDCA7L	7.234684
CCDC13	6.0800796
KHDC3L	4.475169
LINC00486	4.333111
IER3IP1	8.149033
KCNQ5	5.056772
ADGRE1	5.3920836
FLYWCH2	5.894965
FAM83H	6.3356695
KRT82	5.0266595
LINC00892	3.9153016
SH2D4B	4.338429
OST4	8.752889
TNNC2	4.9262567
MEIKIN	3.9552186
PPIL6	5.3150525
CCNDBP1	7.854736
SCGB1D1	3.668988
MYPOP	5.9968295
GPR31	4.246625
TIGIT	4.9541926
IFNA16	3.9630482
IGFL1	4.601234
C12orf54	4.930226
NYAP1	4.922012
COPS9	8.322497
TMEM171	5.1674666
KIR2DS5	5.0709925
G6PC1	4.778827
CACUL1	7.4200063
TICRR	5.6243167
TAS2R41	4.0628004
MATN1-AS1	5.251167
SYT12	5.6318755
CSAG3	4.5910683
FATE1	5.234323
RBM46	3.6493971
AP1S3	5.4267926
CIMAP1C	4.248961
TEX29	4.196394
LINC01016	6.0525293
TRAM1L1	5.19778
SMCO3	4.238899
C18orf21	7.220145
IDH1-AS1	4.923253
GRID2	4.313436
LINC01348	4.980466
LINC00934	4.0134625
FBXL20	7.081206
LINC00905	4.5736456
ZNF775	6.0193467
ZNF793-AS1	4.7411847
GPR6	5.1991878
ATAD3B	6.7802453
C1orf56	6.1753635
CST11	4.7621984
MFSD14CP	6.343404
GCSAML	3.937845
CXCL17	5.1231194
RTKN2	4.4425273
METTL23	7.9853287
SCARF2	5.350351
DNAAF4	4.8928294
LINC00658	4.429584
BLID	4.0283513
GABRQ	4.937059
SEMA7A	6.121573
TMEM191A	5.275417
RDH13	6.7800627
H3C6	4.8542747
SLF1	6.4288034
RARS2	7.5872717
BLTP3A	7.2611585
SCNN1G	4.9620023
SWI5	6.6111746
IFNA6	4.105468
CD207	4.4938073
TMEM219	7.510432
ZNF296	5.241017
ESYT3	4.455428
LRRC4	5.3491244
LRRC3B	4.11144
REEP3	7.42117
SLC22A12	4.7466655
TMC7	4.7094827
PWRN1	4.234321
UBE2QL1	5.3583207
TRPV6	5.4950905
HTR6	5.134421
ARL5B	7.547393
PIMREG	5.719375
HOGA1	4.836166
KLHL5	7.2858367
BRME1	5.2483573
SPANXA2-OT1	3.786263
ALKBH3-AS1	4.481452
P2RY6	5.369925
MFSD11	7.0599933
FOXP1-AS1	4.2125115
IAPP	4.026693
GML	4.3203588
NADK2-AS1	4.039261
EPSTI1	6.75573
DIPK1C	5.021272
ZBTB21	7.054491
TESMIN	5.2306986
POC5	6.455614
KIAA0825	4.5513396
RFPL3	5.217636
KCNK6	5.875193
HUS1B	5.101641
RAPGEF6	7.645636
KRT86	5.2643843
TMC4	5.9343734
ZNF667-AS1	5.862044
ZNF610	4.829364
SLC25A45	6.0977526
CTBP1-AS	4.1977596
DARS1-AS1	4.781631
ZNF319	6.142465
SFT2D3	6.8461905
ZNF665	6.7327776
GARIN5B	4.8624635
HCG4	4.3543224
TSSK6	5.08381
ATP11C	7.032589
ADAMTS12	5.7358403
DTNBP1	7.112634
RPS10P2	6.2135806
ZRANB2-AS1	4.166469
KCNA4	4.492983
PPP5D1P	5.0457234
SERPINA3	5.6516657
RNF181	8.205547
FBXL16	6.4676127
TYW3	6.948735
MC1R	5.5244193
RSBN1L	7.1409025
KRTAP4-5	4.8459473
LINC01449	3.8568034
RNF217-AS1	3.4842398
SLC30A2	5.305728
NLRC5	6.9794345
OR51B4	3.9496021
TMEM72-AS1	4.975366
FLG2	3.8020902
MDS2	5.441879
HOXA-AS2	5.180602
S100A1	5.52567
CYP4F8	4.1002874
NOL4L	6.9944167
TTLL10	5.4497976
PIM3	7.8966284
TAS2R39	4.2096853
MYH1	3.794919
ZNF431	6.0182166
CPEB1-AS1	4.077617
TBC1D29P	4.798785
LINC01549	4.1700983
ZNF295-AS1	4.4137983
C19orf44	5.5007305
BMAL2-AS1	3.2856221
FBXO30	6.989324
MYO18B	4.856764
TUNAR	4.337577
PROCA1	5.611628
EEFSEC	6.3831973
TMEM139	5.4781036
ISL2	4.802465
LINC01442	4.117533
SCGB2A1	4.1750526
ERICH6	4.336747
PTGFRN	6.5763745
CWC15	8.268039
FAM120B	6.631691
MRGPRF-AS1	4.9969587
CCR10	4.9493957
PCDHB7	4.542774
H2BW2	4.222862
NKX3-2	4.669251
PMS2P5	7.2732916
NOTUM	5.5865507
SLX4IP	6.7254643
RPS15	10.24097
TRBV21-1	4.271266
LINC00555	3.97518
NMUR2	4.9509287
OAF	6.561281
PDX1	4.98028
DMC1	4.979087
PCDHA3	4.406212
ANKRD45	3.9221487
SMOC2	5.7339807
TCHH	4.1701937
GRAMD2A	5.085666
MTUS2-AS1	4.739467
ADAM3A	3.9049149
MRGPRF	5.1247888
NXNL1	5.1281586
EGFEM1P	3.6345134
CLDN6	5.431799
YIF1B	6.9686275
TMEM235	4.1454062
LINC01592	3.704546
KCNH3	5.3930655
RTKN	5.8920836
FBXL19	5.944246
FAM181B	5.282274
ZNF333	5.804195
LMOD3	4.3509564
ZNF41	5.071256
KANSL1-AS1	6.482243
PHLDB3	5.933986
DMRT3	4.8417172
CADPS	5.0997047
DCBLD1	6.2099347
PPP1R2C	4.1783614
LINC01494	4.4555397
CRHR2	4.8135014
VKORC1L1	6.7955513
DNAJC9-AS1	4.9384584
CPT1C	4.9835052
SASS6	5.674266
TRAV30	5.023031
C9orf131	4.7644258
NAT16	5.57407
DISP1	5.503105
ITLN1	4.870976
CAPN9	4.881902
POU5F1P4	4.942079
NT5DC4	4.6094737
WNT2	4.9361944
KATNAL1	6.469527
OCIAD1	8.852179
RSPH1	5.1755075
ITGA9-AS1	4.4378443
GTF2H2B	6.120286
ADAM21	4.7694654
PRRT2	5.226317
SPIRE2	5.816445
NHERF4	5.158484
GLP2R	3.905837
MPEG1	6.535213
SERPINB9P1	5.357364
EEF1G	10.166339
ADAM33	6.7184997
CD300LD-AS1	3.541939
WASHC2C	7.781088
MIR663AHG	3.1459353
FAM98C	6.5224953
ARL14EP	6.810685
SCUBE3	5.972956
ADGRF2P	3.7112365
SLC23A1	4.7428513
USP37	6.3839445
LRRC57	6.6214786
ADGRF4	4.775665
KIAA1328	5.449126
RAB34	7.107115
MYCNUT	4.734197
P2RY4	4.5319166
KISS1	4.3743596
CYP1A1	4.725832
IGSF8	5.9639096
ZMYND12	4.9024506
NLRP13	4.6813936
TPCN2	6.457859
ZNF560	3.0460143
CCDC17	5.161129
TTTY10	4.16287
MAGEC1	4.3177013
KIAA0408	3.533243
TAAR2	4.1485453
CPA2	5.0880337
PF4	5.946048
TIGD3	5.0077586
BRSK1	5.3367395
EMILIN3	5.279575
RTN4RL1	5.057591
LINC00899	5.264961
ANKRD60	4.1431756
ANKRD18B	4.6876483
FUCA2	7.1196704
GOLGA7B	5.0487423
TMEM117	5.655005
STARD9	5.4976606
OR2L1P	4.582625
CCDC184	4.589242
MAP3K19	5.133688
JAZF1-AS1	3.5082326
LINC00638	5.4762163
AANAT	3.812718
KLHL41	4.8440356
MGAT4D	3.2444966
ATP13A5	4.957401
CCDC54	3.6621945
ACVR1C	5.3052545
MLN	4.933736
UFSP1	5.125291
CCDC183	5.0654607
OTOR	4.547725
OR8D2	4.2073493
NMRAL1	7.1674604
SUSD2	5.6637053
LINC00993	4.5405893
CCDC40	5.6124573
CDH12	3.79347
RNF32-DT	5.759185
LINC00515	4.711076
FUOM	6.090918
LINC00664	4.565845
EPHA1-AS1	5.1736326
C12orf50	3.4238663
PRDM16-DT	5.7519875
FRMD1	5.069025
ZRANB1	7.3337154
TREH	3.9837322
SLC25A25-AS1	6.2942467
IGSF11-AS1	3.0942729
PEAR1	5.5224395
ASIC4	4.712805
NOPCHAP1	6.552972
GPR12	4.888232
APCDD1L-DT	5.8497877
PCAT6	5.4146733
ZXDB	6.2835603
ARL5C	4.9661007
MALRD1	3.8603368
ZBTB47	6.361364
CALHM3	4.335741
KAAG1	4.2957773
UBLCP1	7.6504955
NIFK-AS1	6.4507303
FGF3	4.2539577
GNPTG	7.096861
KIZ	7.379515
NUDT16	6.3224072
GRIN3B	4.7141128
PAFAH1B2	8.207436
GOPC	7.2874413
PGLYRP2	4.6534204
LIN52	6.5956
FEM1A	6.9861884
FOXP1-IT1	5.959227
AKIRIN2	7.6512456
ZNF485	4.57105
UGT2B28	5.194136
PURB	7.7650757
STAMBPL1	6.954606
ANO7L1	4.854161
ST8SIA6-AS1	4.701
MDGA1	5.6140885
PROSER2	6.1866317
COL27A1	6.6062546
LINC01281	4.114566
LINC00572	4.4549675
MYCNOS	4.8875422
IFNA7	4.3731203
NUDT10	5.4586034
HECW1	5.621432
ADGRD1	4.7008233
GCSH	7.860262
SLC7A3	4.6642385
IGKV1D-13	6.7653956
KRTDAP	4.318321
LINC00540	4.689826
ANKRD53	5.6457777
EIF3FP1	4.8772087
ZBTB49	5.670902
GCNA	5.51877
COX7A2P2	7.875307
LINC01362	4.171482
STOX1	4.9373484
ABHD17C	6.3628316
APLN	5.3053284
PALD1	5.6753206
ZNF404	4.665069
ZNF620	3.598625
C5orf63	5.6858287
CEMIP	5.589727
NTPCR	7.2177505
MGARP	4.5149174
PCDHGA4	4.789214
LIN28A	4.212811
BOLL	4.6078577
PCDHGB5	5.5411725
PRMT6	6.180621
TMEM128	7.004271
ZNF697	6.344497
ESRRB	5.1041603
CYP2T1P	4.4236436
CCAR2	6.7751303
LACRT	4.3836284
LGI3	4.8014674
CARD6	6.344616
NAPSB	5.7756605
C7orf33	4.115018
DEFB122	3.7764182
MIGA1	6.627709
NKX2-5	5.0470695
PLCD4	4.871125
LINC00867	3.8241324
C16orf78	4.3766828
COQ8B	6.3003945
IGFN1	5.0426188
MTFR1L	6.8330975
NALCN	4.9337363
UGT1A1	3.9193723
BPIFB4	4.443496
GLYCTK	5.9312186
PGLYRP1	5.1355076
NEU4	5.6653523
FRAS1	5.8051906
LINC01539	4.53966
AKR1D1	3.6112127
WHAMM	6.8272696
SYNPO2L	5.056995
TLCD5	5.865374
RRS1-DT	3.2455928
BCO1	4.305338
ZNF205-AS1	4.4882007
FAM124A	5.743147
CCL27	4.6183915
POC1A	5.954072
ADGRG3	5.5148835
TDRD9	4.7559295
LDHD	4.4291344
MIEN1	7.723138
SLC16A9	5.2745867
GRM4	5.485506
GATA3-AS1	4.417529
TTTY5	4.63126
FRG1HP	6.090156
VWCE	5.587377
LINC00955	3.6525183
IL3	3.6088576
ARL6IP6	7.7241855
CFAP54	3.8571475
CLVS2	4.0930552
BORCS7	7.4695435
LZIC	6.7369833
LYG2	4.3712354
LSMEM1	5.405752
GP9	5.172104
CCDC32	6.62688
UMOD	4.3872557
RCSD1	6.577278
PCGEM1	4.4527755
LRRC69	5.3061204
ZNF486	5.073005
CECR7	4.6253214
NHSL2	5.6515865
WDR87	4.8623524
KRBA1	6.0593243
MS4A15	4.271736
OGFRP1	5.0444794
LAS1L	7.0553293
ESPN	6.170643
ACTL7B	4.4582505
OR5AK4P	4.620947
ZNF823	5.746873
ABCB11	4.4422603
MAN1B1-DT	6.4812694
PPTC7	8.225377
ATP8B3	5.4312487
IGLV2-14	6.637072
HDAC10	5.7495675
CREG2	4.418262
CCNK	7.90167
GGACT	5.610836
ATAD3C	5.0237265
MAFG-AS1	5.458085
RTL10	6.5659595
SPMIP5	4.922998
VEPH1	5.213494
ENAM	4.4929824
PCDHA10	4.7242823
MAPK4	4.7443123
ZIC4	4.5218964
ZNF233	4.638437
ZNF575	5.8037925
ABCC13	4.977131
RTN4R	5.187919
TNKS1BP1	5.6044908
SEMA3D	4.454498
ZNF816	5.3639436
DDIAS	5.8684835
CELF5	5.027856
DSEL	5.302623
FLVCR1	6.981721
CARS1-AS1	4.2903123
ZBTB20	7.5568886
TECTB	4.842935
HCRTR1	3.7300186
GRM8	5.100024
PDZRN3-AS1	4.397851
TVP23C	5.8474555
GPR174	4.240303
GRPEL2	7.0466733
OR7E47P	5.4252505
PRLH	5.31385
RCVRN	4.342712
HDGFL1	5.9201045
ZSCAN4	3.9796524
SSMEM1	4.139221
SLURP1	4.9902596
CSTF3-DT	2.80587
LINC00261	4.4554243
TUB	6.089624
SMDT1	8.301729
GNRHR	4.663348
RPL23AP32	6.1675954
ATP23	6.449838
TRBV16	4.079726
CELF2-AS1	4.5091147
PON1	4.609681
MTBP	4.9778233
PCGF5	7.727855
RNASEH1-DT	5.617794
CHRM3-AS2	4.2560863
TUBAL3	4.4040484
UGT1A8	4.0550756
LINC00907	4.7387576
ARL16	6.4953237
PHLDB2	6.758352
ENTPD5	6.720324
NKAIN3	4.358877
LRRCC1	5.422919
USP38	7.330516
JPX	5.9192233
RIPPLY1	4.2758875
MICU3	4.5676913
AXDND1	4.098068
GSN-AS1	4.3043103
PRXL2A	7.839116
ZNF287	5.2076025
MMP24OS	7.3258767
SPATA17	4.576035
RFT1	6.4956303
MEG8	3.9219728
FMO6P	4.159425
SERPINI2	4.2841887
ANKS4B	4.30917
FBRSL1	7.4112725
AKR1E2	5.532408
HBZ	4.358911
PTPDC1	5.848468
SCFD2	6.968427
MYL3	5.206286
ITIH1	4.6362762
PRRG3	5.109352
SLC40A1	7.645711
LRRC46	5.3193717
ZNF674-AS1	5.123351
CYSLTR2	4.8191686
AGRP	4.82993
INHBE	4.313526
CCDC38	4.533225
CYYR1	5.5104904
NOS1	5.560105
COQ10A	6.606111
FAM222A	5.268745
OR51E2	4.7428885
TOMM40L	6.255174
STX19	4.291234
RPLP2P1	5.483009
LACTB2-AS1	3.2145216
OR51A10P	4.1136127
KCNJ11	4.4176354
GJB6	4.2537756
OMP	3.9037204
LINC00244	4.5875807
ACRV1	5.1240563
KLHL17	5.649683
CHRNA1	4.6507783
KCTD21	5.722236
JMJD1C-AS1	5.19119
UGT2A3	3.556522
NCEH1	6.0085926
MTA3	6.518673
NEUROD1	4.3503504
WDFY2	6.968352
IQCD	5.137514
USF3	7.155942
LINC01622	4.018498
SUMF2	7.3885427
CNOT10	6.5617447
TRAV26-2	4.447793
RDH8	4.8465767
H2BC15	4.500545
PEX5L-AS2	3.567517
ACRBP	5.836976
STRA6	5.7479544
EXOC3-AS1	5.073787
CCDC150	5.2737613
LDHC	5.0094023
KRTAP1-5	4.4807253
SRXN1	7.1745553
EFCAB7	5.812472
GJA10	4.395611
FSD1L	5.600364
ZNF583	5.1385326
NEXN-AS1	3.3326588
MRGPRX2	4.2207108
LINC01241	4.1516476
BTN1A1	4.11749
LRRC2-AS1	3.9011528
CALML6	4.374005
LRRC3C	3.9952183
TOGARAM2	5.2105775
LORICRIN	4.554158
GCM1	4.103026
SLC10A7	5.8560987
SEC11C	7.6942353
GNRHR2	4.813551
AKAP4	4.542313
TRIM64EP	3.258897
OSTC	8.315316
RASD2	4.8999615
RERG	5.0343266
MIPEPP3	5.8383055
OR1A1	4.1192765
LINC01618	3.7347403
TMEM63C	4.950198
SENP1	6.392326
TEX46	3.5898998
PNLIPRP2	3.8365796
IFNW1	4.145704
LINC01104	3.8509443
TMPRSS6	5.8305645
LINC01141	4.481997
CCDC110	3.9452796
VPS50	7.242868
NAA25	6.801587
KIF6	5.270806
LRRC7	4.226969
UCK1	6.9564834
CFAP58	5.0582876
RGSL1	4.51369
H2AC10P	4.301629
TRIOBP	7.6877656
CCDC8	5.8104773
STK36	6.3337045
SARNP	7.750375
ATE1	7.014606
SNHG9	5.471025
KCTD18	6.9356427
CCL7	4.4165254
TSTD2	3.6970706
NUDT22	7.0263553
RIPK3	5.9147706
IL17F	4.153619
TLX2	4.900018
LINC00347	3.954826
LIX1	4.3775616
ZNF608	6.0405707
ZBTB7C	5.349989
SNORA71A	4.717455
RAB30-DT	6.819637
CLSTN2-AS1	4.3377132
SLC47A2	4.656896
STYX	7.1010113
ZFP14	4.6232743
TYMSOS	5.1501927
MC5R	4.259989
STXBP5-AS1	4.4453764
TMTC1	6.076265
FAM78B	4.9384727
IL37	5.700551
GLDN	5.8915963
OR10A3	4.2168593
PRMT9	6.386387
MLLT10P1	4.359036
PLEKHM3	6.290505
OR10A4	4.102155
GAPT	4.934251
SPACDR	5.3732166
MTHFD1L	6.898668
TMEM87B	6.9647856
PANTR1	4.9838934
ERRFI1	6.94682
ABHD14B	7.0620995
KCNT2	4.684398
PPM1M	6.235756
SLC12A2-DT	5.9283996
CREB3L4	6.28075
C11orf16	5.239766
PITX1-AS1	5.967889
ARHGAP5-AS1	5.555905
NOX1	5.5556107
AHSA2P	7.410644
TRUB2	6.7889
AFF3	6.0732703
SH3D19	6.59619
PECAM1	7.8466086
TREML5P	4.443906
CABS1	2.8393564
ZNF501	4.4925823
CLEC4GP1	4.720481
FGF17	4.90645
FENDRR	5.487542
ZNF385B	4.9761863
PGM5-AS1	6.093007
ZNF77	5.70848
FCRLA	5.9663835
CIMAP1D	4.9661217
SPIN4	6.597443
BPIFA2	4.7646914
TEX36-AS1	3.3214326
SFTPB	6.54265
ZNF514	6.3188252
ADRA1A	4.9645615
CREB3L3	4.253902
BPI	5.0537133
SPINK6	4.617166
RP9P	7.02629
CDKN2A-DT	4.332789
PAIP2	8.7488
FAM219A	6.3840466
TMEM19	7.216122
SCOC-AS1	4.661677
PLA2G4E-AS1	3.8612645
CXorf38	6.9127874
C5orf47	4.49472
LINC00862	3.8566132
SHISA6	4.720563
OLIG3	3.5450299
AGMAT	6.231355
DUX1	5.372031
DANCR	7.67448
TMEM45B	6.0933137
SLC25A39	7.4535885
ZNF121	7.7446184
SYTL5	4.946794
LINC02907	4.7318416
ZHX1	7.037256
LINC00558	2.9223647
AMHR2	4.68751
TSC22D1-AS1	4.961373
APOA1-AS	4.368665
SHLD1	6.0137157
STATH	3.6685631
WFDC12	5.3237123
LINC01121	4.896223
C8orf17	4.1692934
GUCA1A	5.429401
YWHAEP7	5.403877
SPATA25	4.2931733
PTOV1-AS1	4.851507
FAM104A	7.5210094
PRR5-ARHGAP8	3.9929225
RBFADN	5.251777
PHYKPL	7.097998
PXT1	3.9529207
DTX3L	7.7196097
BPIFB6	3.9990656
FGF16	4.3656335
TENM1	4.9720063
TSEN54	7.0907273
EP300-AS1	4.9591475
SHOX	4.205519
TDRD12	4.3888326
CCSAP	7.114025
SCP2D1	4.261222
