gene	average
LARP4B	7.421808
VPS37B	6.813968
B3GALNT1	5.618059
ESD	8.751204
NDUFB2	8.834529
CXCR2	5.3452506
NFS1	6.614118
SERPINB6	7.716969
RCOR1	7.413214
RASAL1	5.61946
SORD	7.431062
SH3D21	5.5400705
CFDP1	7.5917697
RPL13P5	5.730657
FJX1	5.8034377
ENTREP3	7.1727266
HAND2-AS1	4.3435006
MTM1	6.099907
LDB2	5.658035
MID1	6.211236
CST3	8.224969
GPT	5.8305197
NDUFB4	9.107825
TNFRSF1B	6.627198
RBM26	7.8611965
NCOR1	7.464581
SAR1B	7.7949905
NXN	6.7851777
KPNB1	9.084577
CCN1	6.8363767
CNNM4	5.922691
ANAPC10	6.6079564
WASL	7.659527
BMPR2	7.3455796
SRPRA	8.147507
ZNF140	6.584185
CDA	5.4038267
UQCC1	6.973349
AR	6.0534835
NPC2	8.739165
LAMA2	5.780559
RPL24	10.287028
GAPVD1	7.7598453
PALS2	5.475826
TIAL1	8.196107
ADCY9	6.6363754
C8orf33	7.0376377
PHLDA2	6.784525
GOLGA2P5	6.0748405
USP39	6.903074
CA5B	5.3687196
CORO1C	8.175375
FLCN	6.7137704
CCNT2	7.0603695
MS4A2	4.6064086
HSDL2	7.4044995
CCDC25	7.20238
MTR	7.2522473
WSB1	8.539575
DENND5B	6.311313
CLK4	7.4771876
PAWR	7.290479
MRNIP	6.137841
NDST1	6.587986
MED16	7.122709
POLR2D	7.019612
CD3E	5.6413236
CFAP46	4.9077168
ARHGEF6	7.265365
STYXL1	7.2841325
TRIM31	5.156852
ADAM11	5.1594577
TEF	6.27803
ALPK1	6.6814375
DNASE1	6.3681126
RNF31	6.4421396
ZCWPW1	5.7352166
MAFB	7.5817714
ZNF185	6.7015467
TSPAN5	6.7896733
H6PD	6.7185655
C12orf4	6.837546
LMBRD1	8.100891
UBE2L3	8.616527
NLGN1	4.355657
NPR2	5.844063
MGLL	7.2589655
TRMT11	6.9521112
DDB1	7.791223
THOC6	6.113752
SEMA4C	7.150525
NAP1L4	7.6582365
ZFX	6.8921537
PTX3	5.330823
ZBED5	7.9356227
SMARCAL1	6.534512
GOT2	7.9325595
BRD3	7.7253957
SEMA4A	6.5313663
HOXB9	5.6237044
ACTN4	7.670403
RRP15	6.8839083
ZNF215	5.193934
NEDD4	6.1353545
OLR1	4.881254
NAGPA	6.3399673
GDF11	6.1253815
HNRNPF	7.5541577
SLC35A5	6.9517555
SPATS2	6.9086905
ORAI2	7.6097174
GK	6.436695
MYO1B	6.84138
CUL5	7.815132
AKR1B1	7.9981017
CD160	4.9665375
SLC35D1	7.0540013
DIO2	5.968975
SCN4A	4.4669375
MAP2K4	6.9946737
KCNJ4	4.801146
ERCC2	6.27387
INHBB	5.5536485
LPIN2	7.0829864
SLAMF1	5.722812
GREM2	4.825628
CD47	8.8464365
ABLIM1	7.8810897
NDUFAF1	6.969746
RPL13	10.26724
NSA2	8.895455
MAIP1	7.482922
EPHB4	6.7386217
ARHGEF17	6.0097613
PCMTD2	7.8250804
BET1L	6.8683596
EIPR1	6.6631055
NUDT1	6.432004
KMT5B	7.5693583
UBL5	8.397318
ICA1	6.376577
GLT8D2	5.800133
PMF1	7.0657134
ZNF473	6.0368304
KCNB1	5.3941526
WEE1	7.481903
EIF3A	8.797858
C2CD3	6.7686706
COL8A2	5.5999627
FCER1A	5.6353025
NAV3	5.6392136
LGALS3BP	7.3542047
MAK	4.9427695
CLCN5	6.3114448
NHERF2	4.4640074
PNISR	8.225312
PON3	5.0570617
DDX17	9.594458
CPEB3	6.071878
APTX	7.0022497
HIF3A	5.6194005
LMF2	7.125021
NAE1	8.077703
ACSL1	7.882721
MGAT4B	7.789875
CYP2E1	5.469287
DPP6	5.211112
PLEKHM2	6.3333783
RNF41	6.569624
TMEM243	7.4670873
DTX4	6.6544375
THSD7A	5.3501153
SCNN1A	6.657393
DCP1A	7.2389145
IFI35	6.7511353
LINC00623	7.9027987
LYZ	7.8281527
KRT6B	6.16082
TAF13	7.821796
RAB7A	8.386901
IRF6	6.356363
TKFC	5.975851
IL17RA	7.2296042
NR3C2	5.6014147
CD14	6.5643625
SERPINF1	6.93819
SLC25A28	7.2212996
KLHL3	6.0670223
CCIN	4.489474
CHST3	5.892386
TBC1D30	5.601245
DNAAF5	7.3470583
TTN	5.857553
METTL18	6.6068296
CLUH	7.0143533
GDE1	7.751746
KCND3	5.6515303
ARL4A	7.222493
SGSM2	7.727064
SLITRK2	4.5895896
XK	5.545778
PTMS	6.08656
ZFP36L2	8.922422
MAP1A	6.109724
SLC43A1	6.1427827
ATP2B4	7.536228
VIPR2	5.842935
RBM41	6.192645
C3AR1	6.373346
SLC17A9	6.2718062
CCND2	7.7498693
SNRNP200	8.516832
ERLIN2	7.2293563
DLK1	5.337404
UBR4	7.956916
TNS2	5.8938994
FOXJ2	7.0254025
WARS1	7.988144
MYH11	6.51262
STC2	5.8392906
ADAMTSL2	4.3109818
LARS1	8.131655
FBXW4P1	5.342168
URM1	6.904894
KLHL4	4.64885
ZNF592	6.91189
PLAAT3	6.921652
ERCC6L	5.2875314
CEP112	5.5168834
FBN1	6.5567813
MXRA8	6.2460985
ACVR2A	6.699339
CHORDC1	7.6828203
RNF11	8.158535
KCTD12	7.653939
RAD54L2	6.536551
ITGA1	5.8094993
SNX29P2	4.879405
CLDN3	5.764898
TEP1	6.5355873
BGN	6.3768826
CENPBD2P	6.436855
STUM	5.4290566
PPFIA4	4.598704
ALDH4A1	6.118708
NXPH3	5.7559915
ABCD4	6.5969095
DDT	7.3760886
FAM111A	7.5627723
NUMB	7.044017
COPS7B	6.5833197
STAT5A	6.611213
TMED2	9.222086
ARL6IP5	8.914538
TNN	4.725292
CNOT6	7.3672276
GCK	4.498279
EMSY	6.785096
RORC	5.8009105
ARHGEF10L	6.481678
PTK7	5.930204
NFE2L3	5.979302
CAPN11	4.5153694
PKMYT1	6.3078375
LACTB2	6.8354535
ZNF112	5.1075673
LTBP3	6.866398
NUP37	7.4852724
COMMD10	7.294075
DERL1	8.202429
RPF1	8.118939
JAK1	8.559654
TAF1A	5.6644506
SLAMF8	5.701499
NUPR1	6.5722766
UBAP2L	7.5864124
CPA3	5.4875293
BARX2	5.0978236
MOB1A	8.290931
MYOM2	5.5430264
DACH1	5.546306
KLF10	7.93902
SLC8A2	4.4984293
HMGB3	7.1134605
DGKD	7.0766597
CD36	6.490711
SH3GLB1	8.207861
DYNC2H1	5.7210865
BRAF	6.92756
MYO1E	5.925753
GPR161	6.1477685
INTS6	7.1806874
CDK8	7.0635943
SSNA1	6.9133854
PUM1	8.649362
SMARCB1	7.0554595
SRF	6.749016
SEC24B	7.7540855
ZNF117	6.4277744
CEND1	5.798717
GPR162	4.9772925
HSPB3	4.5587316
DOK3	6.583151
GGA1	7.9461384
RERE	7.673114
PMS2P3	7.4120717
DENND4A	6.6158323
NR1D2	7.202778
GPX4	8.689475
SPTLC1	8.301215
PENK	4.9767976
ASB8	7.1051335
ARHGEF16	5.7897744
SPSB3	7.8181562
TAF1C	6.645985
ZNF35	5.9024563
CHST15	7.397173
SRSF4	8.015696
BABAM1	7.5390587
TBCCD1	6.3263855
SALL1	4.356279
RRAGB	5.3660173
SUPT20H	7.3130455
SLC24A3	5.71786
AQR	7.3273177
CD55	8.019964
STK16	6.332809
AIM2	5.9334717
CXCL14	6.1648107
RPL34	9.978709
HSD17B12	8.492214
ATP5PB	9.335345
GPRC5A	6.1844716
CPOX	6.871462
GPR4	5.5092764
PROZ	4.8228865
KLRC3	4.3593903
CPPED1	6.902958
AMPH	5.0549645
CHRNB1	5.3540225
CSF2	5.417592
MYL6	9.886628
LCMT1	7.4033713
SCLY	6.4296875
SNORA21	5.5353417
B9D1	6.0294757
COPS8	8.146319
LLGL1	6.918241
RPL8	9.9482565
DDX43	4.356915
FBXO42	6.8900967
BTBD2	6.019335
IL15	5.9966884
FXYD5	7.8032255
PCNX4	6.6422496
ANKRD13C-DT	6.3009977
AP2M1	8.117177
CLEC10A	5.3006396
TRIP10	6.2433734
TMEM267	6.771511
NDUFS4	7.7317524
EPHA2	5.760148
PDCD1LG2	4.5722923
NFX1	7.28503
TMEM158	5.9889727
NKAPD1	6.912645
WDR12	7.3657603
TOP3A	6.256106
HRH1	5.442216
PPP1R14B	7.519809
ARAF	7.0542336
CD1A	5.12584
PGRMC2	7.43002
RPL22	10.006506
ERC1	6.7887235
MED7	7.13006
ZNF536	5.0650983
RIC3	4.831388
PIP4K2C	7.31166
DDX41	7.395229
MTMR3	7.169287
PLA1A	4.7812796
ZNF253	6.146016
CDC23	7.1571746
COQ7	6.4838557
SH3BP1	5.7719226
NCF2	6.4197407
E2F8	5.4537797
EPB41L1	5.6500907
LILRA4	5.488168
COL4A5	5.90801
ZNF184	6.372081
ZNF135	5.7467628
UNC119	6.3903894
CHAF1B	5.8034673
ADK	7.623245
GTF3C3	7.1211023
NF2	7.141536
DYNC1LI1	7.4425774
FBXO9	8.520581
CLEC7A	6.7243166
LY6G5C	5.2725587
CALD1	7.7897243
RPL38	10.135611
SPON1	6.3652563
PALS1	7.0118136
MICU2	8.006784
PFAS	6.680655
PLGRKT	6.949832
MRPL3	8.5623665
GRIN1	5.854395
AP4E1	6.625555
GRAMD1B	6.075071
GZMA	5.82969
WARS2	6.391424
HLA-F	8.845632
ITGAM	6.2922726
YIPF6	7.8164477
NRBF2	7.043835
INSIG2	6.8588095
GCLM	7.2132144
KLHL20	6.7965937
STON1	5.5389223
NCALD	5.8644347
BSDC1	7.36493
CENPF	6.7259016
MEX3C	7.6026845
LAD1	6.0708184
CD300C	5.2459035
YIPF5	8.079737
UNC5B	6.626895
CRBN	7.814934
NACA	10.214692
TINF2	7.707166
HADHB	8.540009
AGFG1	7.668906
AKR1C3	6.749161
SRRM1	8.377677
PIGO	6.539501
NR5A2	4.968229
CARTPT	4.937312
C1R	6.56126
N4BP2L1	7.0300937
CHP2	4.6729007
ZNF750	3.4575605
PSMA6	9.172509
VGLL3	5.0965657
RAB35	7.08359
IFT25	8.209882
STYK1	5.1243706
LDAH	6.4755807
RGCC	7.222814
PHLDA3	6.230116
SIVA1	7.2702928
OFD1	7.6421566
UTP20	6.418897
ZNF324	5.9422226
TWNK	6.1697745
DNAJC10	7.789066
FAM216A	6.497498
HGS	7.2653713
PPP1R15A	6.9321713
POLE3	7.507762
CD19	5.465712
STRA13	7.4394083
BCLAF1	8.788671
HMGB1	9.89231
LSS	7.4939866
TEDC2	5.432076
PBXIP1	7.646855
AIFM1	7.0283265
HSPA14	7.334257
BICRA	6.3004727
LILRB5	4.622289
OR12D2	4.8634925
HDLBP	8.232725
TBC1D8	6.787657
CRYAB	6.2075114
TPRKB	7.6030264
WWTR1	6.9374394
PIK3CG	6.2573924
CD248	6.206328
THNSL1	5.9492064
H2BC11	4.401264
OGA	8.278671
COL9A3	5.4268737
DSCAM	5.1629105
RRAS2	7.2401376
GSPT2	6.3752565
ZNF239	5.480467
SLC25A5	9.320492
CPQ	6.6518426
SENP3	6.7947087
PLEKHA5	6.720732
RADX	5.265106
STAU2	6.7062044
GNAZ	5.909416
CCT6B	5.735829
TLN1	6.8503747
SLC25A38	7.16165
EBF2	4.838641
YWHAZ	9.495866
GASK1B	6.7716255
HS3ST3A1	4.6003947
ATP6AP2	8.958451
GALNT2	7.6340995
PCGF3	7.174212
TAF11	7.6234083
ZBTB25	5.777662
PDHA1	8.169454
PDZD8	7.17795
MYO6	6.9551096
TIMP4	4.806472
EIF2D	7.571573
PLCB4	5.6250916
ACKR4	4.588819
SH3GL1	7.0051427
NPRL3	6.747921
VIL1	5.721509
SETD5	7.8651757
C17orf75	5.983606
PKP1	5.206948
RPRD1A	7.645167
CYBB	6.79354
ZMYM5	6.2889323
SH3YL1	7.650129
CDH1	6.6424265
PDCD2	7.130661
C1QA	5.927393
WASF2	8.067616
PLEKHF1	6.075575
RNF2	5.591905
TSR1	7.467328
SLC13A3	5.678148
ATP2C2	5.7579956
AAGAB	6.999919
PIAS1	7.6277227
TMEM160	6.4439964
GPR65	5.821299
PRKCA	6.926753
LCMT2	6.763974
ADNP2	7.316004
CNNM3	6.4739156
LASP1	8.568814
SPATA7	5.9321666
NYNRIN	5.3231945
ADD2	6.12923
DBR1	6.834004
PCDHB11	4.446121
SPINT2	7.54885
ZNF551	6.101148
MRPL16	7.6055794
UCP2	8.346449
TNFRSF1A	7.50031
CAMTA2	6.360105
PID1	5.9835143
NDUFS6	8.664015
KLC1	7.902504
EMCN	5.347104
INPP5A	7.338973
GVINP1	5.826576
WWC2	6.061397
PRAMEF10	4.558509
ADARB1	6.491927
SUMO1	8.719293
INPP5E	6.6999545
ERG28	7.490329
CTC1	6.2480483
DHX58	5.2513695
RNF38	7.6678686
ETV7	5.63956
DRAM1	6.898968
MYBBP1A	6.7202373
CD180	5.6783895
SEMA3A	5.206035
PAXBP1	7.3375635
BARD1	6.8428063
KLC2	6.3128204
ZNF428	6.202554
EIF5A2	5.6568174
CCL20	5.1570835
CDH5	5.1342216
LRIG2	6.111451
MORF4L1	9.550939
TNIK	6.359648
XPC	7.1142006
ATP10D	6.594455
HRAS	6.8008566
METTL3	7.740129
CDCA3	6.619171
LRRN2	5.118748
PIK3CB	7.407277
TADA3	7.1057806
ZNF532	6.6808996
ABHD5	6.6324034
CCDC69	6.598035
CAMK1G	4.9166555
ATRN	6.6981163
CXCL3	5.4683833
TUFT1	6.8177934
GBP2	7.2420583
DCLK2	5.3127756
HLA-F-AS1	6.7708244
MON2	7.291185
DDX47	8.175077
GTF3C2	7.7677274
ZNF576	6.372157
SMARCA1	6.2254734
STAT4	6.0287604
DAGLA	5.057178
ENDOD1	6.947268
PRPF6	7.4157805
TWIST1	5.4193254
PDE9A	5.5303154
ZNF146	8.089524
HLA-B	9.761025
ARFIP1	7.38147
ARSA	5.8649297
SNX16	6.3000913
STRAP	8.791886
PSMB3	8.681301
BCAT2	6.714207
REEP1	5.685829
FOLR2	6.104549
COLGALT1	7.2933755
PRMT7	5.857101
ELK1	6.9842014
SYNRG	7.5566106
PRRG1	5.70284
RECQL4	6.31013
DLG1	7.875075
TMEM106B	7.9955497
DBF4	6.8929257
DUT	9.007581
MICALL2	6.2725024
ARHGEF3	7.250898
ARPC5	8.89074
SMG7	7.523073
SRPX2	5.2888303
TMCC2	6.020113
KHDRBS2	4.6120453
TAB2	7.7513013
SNRNP40	6.84178
NSD2	7.0596175
HCFC1R1	6.9722123
PARD3	6.762738
PRDM2	7.614866
ENO3	5.728312
RIN1	6.1663938
PPM1F	7.0687222
NUAK1	6.26445
TXNL4A	8.399802
VGF	5.54029
PRSS22	5.8728666
ACVR2B-AS1	5.104573
SLCO1C1	4.367576
ARFGAP3	7.7359276
B4GALT4	6.8956785
MALL	5.951894
IL6	5.4862833
RYBP	8.06329
ANKFY1	7.4270153
ABCA11P	5.5032883
GAK	7.9186416
PPP2R2B	5.457993
C5AR1	5.9298186
TMT1A	8.221524
DPF2	7.2105975
FST	6.2103863
IPO9	7.564868
TTC9	5.8561225
NTF3	5.2953835
SNAP23	8.316854
TSPAN8	5.3967795
CHML	7.0285983
GPD2	7.2176337
RAP2B	8.137614
MYCL	5.8990116
PPP3CC	6.703873
STAC	5.657687
TOE1	6.625423
SSR4	8.993917
POLM	5.6531935
KMO	5.793522
ASPA	4.895183
HEXA	7.6574435
KLK7	5.727999
CDH18	4.557458
VRK3	7.2483916
GLDC	5.623795
DPM1	8.445016
ZNF271P	6.791884
MAPK6	8.092654
MRFAP1L1	7.9355006
MRAS	6.373702
COX16	8.070355
E2F5	6.0144877
GABRA2	4.4401283
ECHDC1	8.111689
SHQ1	7.295133
TAX1BP1	8.62492
FBP1	6.3489733
EIF4A2	9.678673
BBLN	7.4821916
SLC35E1	8.200072
PRDM10	6.4391427
ANG	5.882443
NFATC2IP	7.7343273
GDI1	7.7187614
CCT6A	8.384856
SNRK	7.868035
MIIP	6.9198194
SYNDIG1	4.9362254
CEP104	6.7196045
DNALI1	5.138955
ALDH2	7.9767466
GSK3A	6.7046113
TAP2	7.2443366
POFUT2	6.6777096
DEF6	6.6136246
PBX3	6.886356
CDKL1	5.4208035
SMPX	4.0617394
PDE4DIP	7.1694417
COL4A2	6.784936
RFWD3	6.2188435
ZNF93	6.6443033
CD163	6.4172487
STIM1	6.347444
MUTYH	6.754463
CARS1	8.443706
ZNF277	7.3318925
ODF2	6.4733114
FUBP3	7.4375777
AK5	5.354086
KLHL24	7.627756
SLC49A3	5.59419
HSPA4L	5.470319
FAM174C	6.6550813
PDS5B	7.4101973
RNF126	6.8086386
DCPS	6.7635794
TAOK3	7.4341235
MYCN	5.806011
PLA2G7	5.4142995
IFT27	6.5644255
ESR1	6.2484446
BCL2A1	6.1612434
KLF8	5.5747313
MBTD1	7.3943815
PRF1	6.7332797
LYVE1	5.214822
PIP5K1C	6.723755
DICER1	8.22876
ZNF335	6.344246
RNF123	6.728656
CSF3R	6.4625373
PTPRG	6.223199
ADAM28	6.171048
GGNBP2	7.8570333
KRT76	4.3674874
CASQ2	4.7579927
ZNF764	6.1918006
SP140L	6.785564
KATNIP	6.524464
OSBPL10	6.9536343
H2AJ	7.88219
PPP3R1	6.8174157
C15orf39	6.603351
FZD10	4.4029913
MRPS12	7.488657
JCAD	5.071725
PTP4A2	9.428674
RNF141	7.6440544
NREP	7.7300696
SLC25A1	6.804385
LAMB2	6.142691
SEC24D	6.6487503
TRAPPC11	6.889582
PPP2R1A	7.3167295
DCUN1D1	7.574104
BICD2	7.7035933
GTPBP2	6.6688924
ACSL4	6.662484
RNASEL	6.5281396
ATP5MJ	9.110533
TBC1D12	6.1006303
TOM1	6.0737896
POLR2E	7.9347634
SINHCAF	7.927584
ADRM1	7.51745
FUZ	5.894534
PIGV	6.814967
GMDS	6.72635
BRINP2	4.3559074
FARP1	6.8105764
CHST8	5.1528587
TTC23	5.740004
TNFAIP2	7.008892
PCDH8	3.4665568
TAOK2	6.1502476
CREB5	6.194319
CTSV	6.038278
TMEM45A	6.42456
TGFB1	6.7512927
SAFB	7.258022
SCN3B	4.576768
PLPP1	7.307257
YTHDF3	8.210127
NOP16	7.635065
PCYOX1	7.677374
BNC1	4.4909034
SLC25A20	6.8131933
RAB17	5.501111
RSAD1	6.9686875
ADAM17	7.536133
KLF13	7.75618
SPAG1	6.0211053
NOC2L	6.5931535
TAF2	7.658169
MPV17	6.905395
CHST10	6.0843525
DAB2	7.093706
ATG5	7.5466914
H1-2	7.3404794
MS4A4A	6.1050253
KRR1	7.5191555
BBS7	5.849447
PAX5	6.043516
COMP	4.9032307
MXI1	8.087674
H2AC25	6.551986
TLE3	7.0292535
SLTM	7.874537
KLHDC10	7.8474045
MIS12	7.1952415
DIRAS3	4.644374
MECR	7.061712
ABCC3	6.5610323
PRKAB1	6.8363724
ACAP2	7.854312
PODXL	6.622946
S100A2	6.0226145
ITGA9	5.882165
P2RY13	5.099412
PROCR	5.8951583
KCNMB4	6.126969
ZNF510	6.0447164
ATP8B4	4.8181877
UCHL1	6.3959537
MAU2	7.504986
SMARCD1	6.7981915
TMEM87A	8.026566
EPB41L4A	6.1163945
B9D2	5.802995
AOC2	4.9368334
ERCC8	6.178101
ADCY8	4.369894
MRPS14	7.701718
MYOZ2	4.254155
NUDT13	5.23939
ZMAT5	5.958803
MYO5C	6.661218
AP4M1	5.8203864
CRTC3	7.682405
MAP3K2	8.196048
TECPR2	6.5401635
TPP1	8.317452
COCH	7.525211
TNFSF8	5.862775
KAT7	7.1148543
ADGRB2	5.106353
CALML5	4.7903085
RNF19A	7.717909
TTC33	6.316876
VDR	6.907268
GSS	7.536772
SIGMAR1	7.0205593
EML4	7.8646293
CAPG	7.1579843
COL4A6	5.1741014
NFIB	7.124467
CLIP3	5.7552733
LRRTM4	3.4367566
HDAC1	8.282467
UBAP1	7.309637
SLC36A1	6.7632456
RABGAP1	7.574611
RCN1	7.693039
CUL4B	7.761418
FAM163A	4.7373595
ZC3H14	7.531976
ZNF669	5.8545794
CROCCP2	7.344275
MCFD2	8.008704
CTPS1	6.7049503
FOXK2	7.0598974
CACNB1	5.778667
S100A8	7.8424025
ZMYM3	6.8887
KLF6	8.7214775
DUSP5	6.7430005
HOXC4	6.1471786
ZNF419	6.765053
CCL23	4.604546
CAMKMT	5.7795415
NTRK3	5.9337883
ST13	8.919099
GULP1	6.4158187
RAD21	8.672466
TCF7	7.558382
LHX2	4.907933
SDR39U1	7.4177637
GYS1	6.7568393
ZNF154	4.356078
PCTP	6.863956
MOSPD3	6.457597
NRP1	6.315715
IRF8	7.0193987
ARL2	7.116762
TMEM62	6.5100207
APH1A	7.7296305
CA14	5.120094
NFKBIL1	5.7175884
ETV6	7.2528667
BCAT1	7.0985274
CBX7	6.8314476
PPP3CA	8.098365
WDFY3	6.792983
AP1M2	5.9185357
STOM	8.2926
ZNF197	5.5703135
MRPL9	8.170751
MEOX1	4.9136705
SPRY1	6.665094
MTDH	8.643459
MFAP3	7.1570992
EIF1	10.303634
SLC6A12	4.781575
AJAP1	4.9608383
ADPRH	5.7913647
EXOSC7	7.424889
FBXL2	5.3812256
ACIN1	6.7614903
ELOVL5	8.743167
NDUFV1	8.216272
RAB40C	6.963292
RAB2A	8.50895
DZIP1	5.5294085
NT5C	6.447358
SBSPON	5.388021
ZRSR2	6.8902826
DHODH	5.9101224
LAPTM5	8.306453
RPS27L	8.971711
PATZ1	6.845379
ERLIN1	7.7787166
SHARPIN	6.5284767
DGCR2	7.2372956
VCPKMT	6.9809327
LILRB4	5.581538
S1PR4	6.123543
MYLIP	7.7996354
SUMO3	8.556347
MOCS1	5.610363
PIP5K1B	6.0721226
APEX1	8.566457
DPYSL4	5.6628175
KLF9	6.9069858
SERPINA5	5.2532897
PLVAP	5.806288
NFIC	7.6763973
SLC25A44	7.5114093
SNRNP25	7.532081
TBXAS1	5.9085793
ELAVL3	5.3978844
PPP1R37	5.5678167
PAFAH2	5.839061
MOCS2	6.6959157
CROT	6.826251
AIDA	8.675317
ZFHX4	5.468243
NSD3	7.950988
OGFOD1	7.526064
FAF1	7.547249
ARHGAP4	6.200867
PLEKHA8P1	5.787201
TMUB2	6.7427855
ANP32E	8.326254
ACOX3	6.288152
GABRG3	4.1700377
EZR	8.436128
PEX5	7.1050925
HYAL3	4.9734135
DHRS9	6.392369
MRPS18B	7.9087768
PMP22	7.110972
EPHA5	4.8276973
GPR22	4.1974144
TST	7.2645855
SLC17A5	7.094219
NDUFAF4	7.303223
HOXA11	5.217893
SULT1E1	4.395609
PDZRN4	4.0801764
ME1	6.7474947
CNKSR1	5.7440968
TPR	8.178213
SLBP	7.893291
MMACHC	5.7827888
TOP3B	5.576824
MAL	6.059213
LSM7	7.9912276
TMEM39A	7.037527
TMEM204	6.4732766
PFKFB2	6.4689345
LMCD1	6.3213534
APOO	6.9822264
TENM4	5.2377
ZNF821	5.7471743
SIPA1L3	6.7279596
FLNC	6.023019
INSL3	5.881032
PLXNC1	7.07598
YY1	8.96343
CCDC47	7.842683
PTCD3	7.4596496
ALKBH1	6.850393
NAXD	7.3193955
FLRT2	5.993651
EXPH5	6.0434585
BMAL2	5.8642106
S100A5	4.5227118
TAL1	6.0886607
TM2D3	8.186578
RBFOX1	5.6544437
SLC6A13	5.562726
YES1	7.4374604
TRAF3IP2	6.841228
DOP1A	6.7357216
CAND1	7.734147
ZSCAN18	6.907807
MISP	6.059273
GRSF1	8.075553
AZGP1	5.280167
MIS18A	6.830892
CCR1	6.4148602
SGTA	6.4468145
SHMT1	7.3561854
UBXN4	8.363665
OPLAH	5.4955072
CEP97	6.297354
RHOF	6.7861743
ARF1	9.185281
RNF14	7.097888
MAB21L4	5.057681
LYPLA2	7.326765
IFT52	7.1391854
EPHA4	6.06409
NRTN	3.9453099
SNRNP70	7.8064566
CCT4	8.961135
YIPF3	7.0742235
GNB1	8.726472
AFAP1	4.5205774
ATP2B2	5.465744
VPS4A	7.4269238
ATG101	7.1288633
DUS4L	6.1993446
ABAT	6.8286247
MYF5	3.9895904
ADGRL2	5.5992126
LTBR	6.779876
MPP1	7.084361
ZMIZ2	7.737566
CUL3	8.527491
DENND6B	5.8532305
INSR	7.2468133
SLC29A1	6.523282
ELP5	7.0781946
MDM1	6.5261173
CSPP1	6.9146333
KLHL36	7.4675446
HSPB7	5.1034164
RGS4	5.489867
CA10	4.3261943
MARCO	5.189231
MSH3	6.787152
PIGF	7.6886034
ITIH5	5.5630302
TAF6	7.001744
NLRP1	6.247502
MPZ	5.3964815
NOVA1	5.172588
MLYCD	6.294582
NOVA2	5.941121
ICAM2	7.1300726
ROBO1	6.3623962
PDIA6	8.834579
RGN	4.9633365
FGF9	5.2103972
TRMT1L	6.70522
TRAK1	7.5141416
STIL	6.3432384
IQSEC2	5.8212667
MAP1S	6.220869
GPRIN2	5.9299335
ARFGAP1	6.8005667
SEMA3C	6.5699964
LMNA	7.7842164
PITPNB	8.223625
OAZ1	10.002094
GABPA	6.8315005
HSPE1	8.366297
ARL15	7.0339417
C5orf15	8.169831
KRT75	4.7979536
ANXA2P2	8.25368
PRIM1	6.685785
UNC45A	6.8669868
PSMB7	8.664472
TGFA	6.3188853
STK26	7.5019326
HMOX2	7.1435227
TNPO3	7.7889957
MMP12	4.829213
FAHD2A	7.1874447
PGK1	9.567049
RASGRP1	6.283576
ESM1	4.545844
KALRN	6.329877
MAP4K3	6.6526194
SERPINB9	7.1007032
NDC1	7.3784986
TCF7L1	5.5736723
PDE5A	6.338159
USP19	7.0675044
PPP1CB	8.903983
ADCY3	6.533818
CYP3A4	6.203396
DYRK1A	8.391675
NMRK1	7.1987233
UBE3A	8.18969
PLIN1	4.92943
PHACTR2	7.327196
ABRAXAS2	7.1390944
TRIM8	8.039448
RABEP2	6.8627586
ITGA7	5.7921214
CD7	5.6920037
KRI1	6.724779
SPAG6	4.5984893
OLFM1	6.0033236
SPRYD7	5.657141
MEGF9	7.17569
SMC2	6.5755334
LAMB3	5.818571
ATP5PO	9.1817875
ALOX5	7.0890875
ACP3	5.5462766
ZXDC	6.8920918
SLC41A3	6.839035
TULP4	7.0963883
PER2	7.1337724
FOCAD	6.6371098
SEC61A1	7.9125047
LOC730101	5.4809575
IPO7	8.286069
SNU13	8.701979
DLAT	7.1722355
REXO2	8.376092
PBK	6.014241
PLIN3	7.489444
RPL36	9.357605
RBM14	7.1941853
SCML2	6.856649
PPIA	10.329387
SCN2B	5.059646
ADD3	8.622423
THAP3	5.829673
FSTL1	7.196038
CA6	5.044233
CMAHP	6.0523467
ETV5	6.625476
CAPRIN1	8.739312
TBK1	7.428105
SCNN1B	4.7811146
ECM1	6.32851
ABCC8	4.9261713
SMURF2	7.6407313
GPRC5B	6.206051
MED17	7.2875543
SYT1	5.4560776
ITGAV	7.759446
CCT8	9.0335
PATJ	6.438489
ITK	5.724383
PRKACB	8.008244
TBC1D19	5.3817725
ANAPC13	8.460729
DUSP7	6.7279315
PIKFYVE	7.4025784
ZNF267	6.673105
PAMR1	5.3319745
EEF1D	9.404718
BCAS3	5.9105663
ZFP2	4.4806657
RAB3A	5.573168
BRMS1	7.0516267
GPRC5C	6.119042
NR2C1	6.8626375
RASIP1	5.577637
EIF2S2	8.738617
ATP8B2	7.0191593
SLC1A3	6.225956
CYB5B	7.1583896
PAIP2B	5.766493
DNAJA2	7.8004675
CDO1	5.2811522
ZBTB39	5.946835
LUZP1	7.129555
FANCA	6.2270064
RBM5	8.22575
SEMA4G	5.398511
UGP2	8.607771
TMEM132A	6.2789907
ANGPT2	5.3464446
TUBA1A	9.079898
PHKA2	6.786422
ARHGAP25	6.685342
ZNF263	6.9386764
PASK	6.352231
MFAP4	5.248235
CYBRD1	7.022124
FBXL5	8.32257
HSD17B6	5.17556
RALGPS1	6.2160892
